                 cnd  |                root  |      Central Neutron Detector  |                       0*cm 0*cm (-2.185+2.714)*cm  |                                   0 0 0  | 33bb99   |                Tube  |                   28.95*cm 38.56*cm 39.578*cm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_5  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 5  |       18.35000000000*cm 31.78313231889*cm 34.7*cm  |                   270*deg 210*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     5   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_6  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 6  |        9.49865895526*cm 35.44947782481*cm 34.7*cm  |                   270*deg 195*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     6   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_7  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 7  |        0.00000000000*cm 36.70000000000*cm 34.7*cm  |                   270*deg 180*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     7   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_8  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 8  |       -9.49865895526*cm 35.44947782481*cm 34.7*cm  |                   270*deg 165*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     8   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_9  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 9  |      -18.35000000000*cm 31.78313231889*cm 34.7*cm  |                   270*deg 150*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     9   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_10  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 10  |      -25.95081886955*cm 25.95081886955*cm 34.7*cm  |                   270*deg 135*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    10   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_11  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 11  |      -31.78313231889*cm 18.35000000000*cm 34.7*cm  |                   270*deg 120*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    11   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_12  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 12  |       -35.44947782481*cm 9.49865895526*cm 34.7*cm  |                   270*deg 105*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    12   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_13  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 13  |       -36.70000000000*cm 0.00000000000*cm 34.7*cm  |                    270*deg 90*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    13   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_14  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 14  |      -35.44947782481*cm -9.49865895526*cm 34.7*cm  |                    270*deg 75*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    14   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_15  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 15  |     -31.78313231889*cm -18.35000000000*cm 34.7*cm  |                    270*deg 60*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    15   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_16  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 16  |     -25.95081886955*cm -25.95081886955*cm 34.7*cm  |                    270*deg 45*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    16   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_17  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 17  |     -18.35000000000*cm -31.78313231889*cm 34.7*cm  |                    270*deg 30*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    17   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_18  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 18  |      -9.49865895526*cm -35.44947782481*cm 34.7*cm  |                    270*deg 15*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    18   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_19  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 19  |      -0.00000000000*cm -36.70000000000*cm 34.7*cm  |                     270*deg 0*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    19   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_20  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 20  |       9.49865895526*cm -35.44947782481*cm 34.7*cm  |                   270*deg -15*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    20   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_21  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 21  |      18.35000000000*cm -31.78313231889*cm 34.7*cm  |                   270*deg -30*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    21   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_22  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 22  |      25.95081886955*cm -25.95081886955*cm 34.7*cm  |                   270*deg -45*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    22   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_23  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 23  |      31.78313231889*cm -18.35000000000*cm 34.7*cm  |                   270*deg -60*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    23   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnSideWrap_24  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Side Wrap 24  |       35.44947782481*cm -9.49865895526*cm 34.7*cm  |                   270*deg -75*deg 0*deg  | af3cff   |                Cons  |4.4324421229603*cm 4.43546800984204*cm 4.82739961572249*cm 4.83042550260423*cm 1.5*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    24   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_1  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 1  |      28.99850000000*cm 0.00000000000*cm 27.044*cm  |                   270*deg 270*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_2  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 2  |      28.01040007364*cm 7.50536407941*cm 27.044*cm  |                   270*deg 255*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_3  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 3  |     25.11343767164*cm 14.49925000000*cm 27.044*cm  |                   270*deg 240*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_4  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 4  |     20.50503599424*cm 20.50503599424*cm 27.044*cm  |                   270*deg 225*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     4   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_5  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 5  |     14.49925000000*cm 25.11343767164*cm 27.044*cm  |                   270*deg 210*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     5   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_6  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 6  |      7.50536407941*cm 28.01040007364*cm 27.044*cm  |                   270*deg 195*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     6   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_7  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 7  |      0.00000000000*cm 28.99850000000*cm 27.044*cm  |                   270*deg 180*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     7   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_8  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 8  |     -7.50536407941*cm 28.01040007364*cm 27.044*cm  |                   270*deg 165*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     8   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_9  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 9  |    -14.49925000000*cm 25.11343767164*cm 27.044*cm  |                   270*deg 150*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     9   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_10  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 10  |    -20.50503599424*cm 20.50503599424*cm 27.044*cm  |                   270*deg 135*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    10   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_11  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 11  |    -25.11343767164*cm 14.49925000000*cm 27.044*cm  |                   270*deg 120*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    11   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_12  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 12  |     -28.01040007364*cm 7.50536407941*cm 27.044*cm  |                   270*deg 105*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    12   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_13  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 13  |     -28.99850000000*cm 0.00000000000*cm 27.044*cm  |                    270*deg 90*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    13   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_14  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 14  |    -28.01040007364*cm -7.50536407941*cm 27.044*cm  |                    270*deg 75*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    14   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_15  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 15  |   -25.11343767164*cm -14.49925000000*cm 27.044*cm  |                    270*deg 60*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    15   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_16  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 16  |   -20.50503599424*cm -20.50503599424*cm 27.044*cm  |                    270*deg 45*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    16   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_17  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 17  |   -14.49925000000*cm -25.11343767164*cm 27.044*cm  |                    270*deg 30*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    17   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_18  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 18  |    -7.50536407941*cm -28.01040007364*cm 27.044*cm  |                    270*deg 15*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    18   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_19  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 19  |    -0.00000000000*cm -28.99850000000*cm 27.044*cm  |                     270*deg 0*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    19   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_20  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 20  |     7.50536407941*cm -28.01040007364*cm 27.044*cm  |                   270*deg -15*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    20   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_21  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 21  |    14.49925000000*cm -25.11343767164*cm 27.044*cm  |                   270*deg -30*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    21   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_22  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 22  |    20.50503599424*cm -20.50503599424*cm 27.044*cm  |                   270*deg -45*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    22   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_23  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 23  |    25.11343767164*cm -14.49925000000*cm 27.044*cm  |                   270*deg -60*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    23   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleU-TurnUnderWrap_24  |                 cnd  |Central Neutron Detector, Layer 1, U-Turn Under Wrap 24  |     28.01040007364*cm -7.50536407941*cm 27.044*cm  |                   270*deg -75*deg 0*deg  | af3cff   |                Cons  |0*cm 3.61882756730743*cm 0*cm 3.61922252480019*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    24   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_1  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 1  |      32.09850000000*cm 0.00000000000*cm 31.272*cm  |                   270*deg 270*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_2  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 2  |      31.00477013514*cm 8.30770311922*cm 31.272*cm  |                   270*deg 255*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_3  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 3  |     27.79811642337*cm 16.04925000000*cm 31.272*cm  |                   270*deg 240*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_4  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 4  |     22.69706701592*cm 22.69706701592*cm 31.272*cm  |                   270*deg 225*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     4   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_5  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 5  |     16.04925000000*cm 27.79811642337*cm 31.272*cm  |                   270*deg 210*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     5   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_6  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 6  |      8.30770311922*cm 31.00477013514*cm 31.272*cm  |                   270*deg 195*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     6   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_7  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 7  |      0.00000000000*cm 32.09850000000*cm 31.272*cm  |                   270*deg 180*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     7   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_8  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 8  |     -8.30770311922*cm 31.00477013514*cm 31.272*cm  |                   270*deg 165*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     8   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_9  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 9  |    -16.04925000000*cm 27.79811642337*cm 31.272*cm  |                   270*deg 150*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     9   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_10  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 10  |    -22.69706701592*cm 22.69706701592*cm 31.272*cm  |                   270*deg 135*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    10   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_11  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 11  |    -27.79811642337*cm 16.04925000000*cm 31.272*cm  |                   270*deg 120*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    11   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_12  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 12  |     -31.00477013514*cm 8.30770311922*cm 31.272*cm  |                   270*deg 105*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    12   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_13  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 13  |     -32.09850000000*cm 0.00000000000*cm 31.272*cm  |                    270*deg 90*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    13   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_14  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 14  |    -31.00477013514*cm -8.30770311922*cm 31.272*cm  |                    270*deg 75*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    14   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_15  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 15  |   -27.79811642337*cm -16.04925000000*cm 31.272*cm  |                    270*deg 60*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    15   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_16  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 16  |   -22.69706701592*cm -22.69706701592*cm 31.272*cm  |                    270*deg 45*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    16   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
