                 cnd  |                root  |      Central Neutron Detector  |                       0*cm 0*cm (-2.185+2.714)*cm  |                                   0 0 0  | 33bb99   |                Tube  |                   28.95*cm 38.56*cm 39.578*cm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
CND_Layer2_Paddle_43  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 43  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 315*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    43   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 43 
CND_Layer2_Paddle_44  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 44  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 330*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    44   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 44 
CND_Layer2_Paddle_45  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 45  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 330*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    45   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 45 
CND_Layer2_Paddle_46  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 46  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 345*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    46   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 46 
CND_Layer2_Paddle_47  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 47  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 345*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    47   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 47 
CND_Layer2_Paddle_48  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 48  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 360*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    48   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 48 
 CND_Layer3_Paddle_1  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 1  |                               0*cm 0*cm -2.014*cm  |                       0*deg 0*deg 0*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 3 paddle manual 1 
 CND_Layer3_Paddle_2  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 2  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 15*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |     2   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 3 paddle manual 2 
 CND_Layer3_Paddle_3  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 3  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 15*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |     3   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 3 paddle manual 3 
 CND_Layer3_Paddle_4  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 4  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 30*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |     4   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 3 paddle manual 4 
 CND_Layer3_Paddle_5  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 5  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 30*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |     5   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 3 paddle manual 5 
 CND_Layer3_Paddle_6  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 6  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 45*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |     6   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 3 paddle manual 6 
 CND_Layer3_Paddle_7  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 7  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 45*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |     7   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 3 paddle manual 7 
 CND_Layer3_Paddle_8  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 8  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 60*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |     8   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 3 paddle manual 8 
 CND_Layer3_Paddle_9  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 9  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 60*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |     9   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 3 paddle manual 9 
CND_Layer3_Paddle_10  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 10  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 75*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    10   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 10 
CND_Layer3_Paddle_11  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 11  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 75*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    11   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 11 
CND_Layer3_Paddle_12  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 12  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 90*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    12   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 12 
CND_Layer3_Paddle_13  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 13  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 90*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    13   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 13 
CND_Layer3_Paddle_14  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 14  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 105*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    14   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 14 
CND_Layer3_Paddle_15  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 15  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 105*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    15   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 15 
CND_Layer3_Paddle_16  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 16  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 120*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    16   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 16 
CND_Layer3_Paddle_17  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 17  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 120*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    17   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 17 
CND_Layer3_Paddle_18  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 18  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 135*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    18   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 18 
CND_Layer3_Paddle_19  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 19  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 135*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    19   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 19 
CND_Layer3_Paddle_20  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 20  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 150*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    20   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 20 
CND_Layer3_Paddle_21  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 21  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 150*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    21   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 21 
CND_Layer3_Paddle_22  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 22  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 165*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    22   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 22 
CND_Layer3_Paddle_23  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 23  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 165*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 23 
CND_Layer3_Paddle_24  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 24  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 180*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 24 
CND_Layer3_Paddle_25  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 25  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 180*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    25   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 25 
CND_Layer3_Paddle_26  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 26  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 195*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    26   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 26 
CND_Layer3_Paddle_27  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 27  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 195*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    27   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 27 
CND_Layer3_Paddle_28  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 28  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 210*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    28   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 28 
CND_Layer3_Paddle_29  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 29  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 210*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    29   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 29 
CND_Layer3_Paddle_30  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 30  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 225*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    30   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 30 
CND_Layer3_Paddle_31  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 31  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 225*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    31   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 31 
CND_Layer3_Paddle_32  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 32  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 240*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    32   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 32 
CND_Layer3_Paddle_33  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 33  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 240*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    33   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 33 
CND_Layer3_Paddle_34  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 34  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 255*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    34   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 34 
CND_Layer3_Paddle_35  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 35  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 255*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    35   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 35 
CND_Layer3_Paddle_36  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 36  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 270*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    36   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 36 
CND_Layer3_Paddle_37  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 37  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 270*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    37   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 37 
CND_Layer3_Paddle_38  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 38  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 285*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    38   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 38 
CND_Layer3_Paddle_39  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 39  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 285*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    39   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 39 
